"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3940642";"";"None";"465.96";"0";"4.07";"I-30";"CC(C)Oc1ccc(S(=O)(=O)N2CC=C(c3ccc(Cl)c(OCC(=O)O)c3)CC2)cc1";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881218";"Agonist activity at human EP1 receptor expressed in HEK293 cells assessed as increase in intracellular calcium flux";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880428";"38";"Patent Bioactivity Data";"";"2012";"CHEMBL3307715";"";"";""
"CHEMBL3966776";"";"None";"435.50";"0";"1.84";"II-11";"CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3cccc(OCC(=O)O)n3)CC2)cc1";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881218";"Agonist activity at human EP1 receptor expressed in HEK293 cells assessed as increase in intracellular calcium flux";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880428";"38";"Patent Bioactivity Data";"";"2012";"CHEMBL3307715";"";"";""
"CHEMBL3949387";"";"None";"448.54";"0";"2.76";"II-41";"Cc1cc(OCC(=O)O)cc(N2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c1";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881218";"Agonist activity at human EP1 receptor expressed in HEK293 cells assessed as increase in intracellular calcium flux";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880428";"38";"Patent Bioactivity Data";"";"2012";"CHEMBL3307715";"";"";""
"CHEMBL3907812";"";"None";"482.99";"0";"3.49";"II-44";"CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(Cl)c(OCC(=O)O)c3)C(C)C2)cc1";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881218";"Agonist activity at human EP1 receptor expressed in HEK293 cells assessed as increase in intracellular calcium flux";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880428";"38";"Patent Bioactivity Data";"";"2012";"CHEMBL3307715";"";"";""
"CHEMBL3969111";"";"None";"540.64";"1";"4.03";"II-71";"CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(OCc4ccccc4)c(OCC(=O)O)c3)CC2)cc1";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881218";"Agonist activity at human EP1 receptor expressed in HEK293 cells assessed as increase in intracellular calcium flux";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880428";"38";"Patent Bioactivity Data";"";"2012";"CHEMBL3307715";"";"";""
"CHEMBL39784";"";"None";"460.53";"0";"4.56";"8";"O=C(O)CCCCCC[C@@H]1[C@@H](CC[C@@H](O)CCc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O";"EC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL766782";"Functional activity in RAT-1cells, transiently-transfected with human Prostaglandin E receptor EP1 (% of control ligand, 17-phi-PGE2=100%)";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133030";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";""
"CHEMBL378464";"";"None";"531.23";"2";"7.80";"49";"Cc1ccc(-c2cc(Br)ccc2OCc2ccc(Cl)c(Cl)c2)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"13.18";"0.30";"-0.80";"13.60";"0";"CHEMBL865352";"Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";""
"CHEMBL211059";"";"None";"531.23";"2";"7.80";"48";"Cc1ccc(-c2cc(Br)ccc2OCc2ccc(Cl)cc2Cl)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"15.62";"0.35";"0.50";"16.13";"0";"CHEMBL865352";"Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";""
"CHEMBL211088";"";"None";"453.87";"1";"6.66";"15";"Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2F)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"18.51";"0.36";"1.74";"16.32";"0";"CHEMBL865352";"Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";""
"CHEMBL233768";"";"None";"521.06";"2";"8.18";"9k";"Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(C(=O)N[C@H](C)c2ccccc2)cc1";"IC50";"'='";"1.585";"nM";"8.80";"";"";"UO_0000065";"16.89";"0.32";"0.62";"20.34";"0";"CHEMBL897085";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148842";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL401042";"";"None";"440.54";"0";"4.21";"5j";"CCc1ccccc1N(CC(=O)NCc1ccccc1F)S(=O)(=O)c1ccc(C)cc1";"Ki";"'='";"134.9";"nM";"6.87";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903308";"Antagonist activity at human EP1 expressed in CHOK1 cells receptor assessed as inhibition of intracellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";""
"CHEMBL392795";"";"None";"507.61";"1";"3.69";"4h";"CCc1ccccc1N(CC(=O)NCCc1ccc(OC)c(OC)c1)S(=O)(=O)c1cccc(C#N)c1";"Ki";"'='";"239.88";"nM";"6.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903308";"Antagonist activity at human EP1 expressed in CHOK1 cells receptor assessed as inhibition of intracellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";""
"CHEMBL238929";"";"None";"507.61";"1";"3.69";"4d";"CCc1ccccc1N(CC(=O)NCCc1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(C#N)cc1";"Ki";"'='";"31.62";"nM";"7.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903308";"Antagonist activity at human EP1 expressed in CHOK1 cells receptor assessed as inhibition of intracellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";""
"CHEMBL392794";"";"None";"561.50";"1";"4.58";"4c";"CCc1ccccc1N(CC(=O)NCCc1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(Br)cc1";"Ki";"'='";"28.84";"nM";"7.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903308";"Antagonist activity at human EP1 expressed in CHOK1 cells receptor assessed as inhibition of intracellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";""
"CHEMBL238725";"";"None";"536.57";"1";"4.59";"3j";"COc1ccc(CCNC(=O)CN(c2cccc(C(F)(F)F)c2)S(=O)(=O)c2ccc(C)cc2)cc1OC";"Ki";"'='";"30.9";"nM";"7.51";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903308";"Antagonist activity at human EP1 expressed in CHOK1 cells receptor assessed as inhibition of intracellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";""
"CHEMBL238512";"";"None";"482.60";"0";"3.87";"3g";"COc1ccc(CCNC(=O)CN(c2cccc(C)c2)S(=O)(=O)c2ccc(C)cc2)cc1OC";"Ki";"'='";"61.66";"nM";"7.21";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903308";"Antagonist activity at human EP1 expressed in CHOK1 cells receptor assessed as inhibition of intracellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";""
"CHEMBL241077";"";"None";"443.96";"0";"3.86";"6e";"Cc1ccc(S(=O)(=O)N(CC(=O)NCc2ccc(Cl)cc2)c2ccc(C)nc2)cc1";"Ki";"'<'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903309";"Displacement of [3H]PGE2 from EP1 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL234399";"";"None";"496.63";"0";"4.13";"3k";"CCc1ccccc1N(CC(=O)NCCc1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(C)cc1";"Kd";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903319";"Antagonist activity at human EP1 receptor expressed in CHO cells receptor by NFTA reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL207577";"";"None";"404.89";"1";"6.71";"1";"O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)c1";"IC50";"'='";"12.59";"nM";"7.90";"";"";"UO_0000065";"19.51";"0.37";"1.19";"16.98";"1";"CHEMBL934144";"Displacement of [3H]PGE2 from EP1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL492237";"";"None";"477.44";"0";"4.90";"9b";"CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCC(C)C)n2)cc1.Cl";"IC50";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"18.37";"0.36";"3.20";"11.88";"0";"CHEMBL1022751";"Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155060";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307512";"";"";""
"CHEMBL520950";"";"None";"533.50";"1";"5.01";"4f";"Cc1cc(NC(=O)c2cccc(CN3CCOCC3)c2)nn1Cc1cc(Cl)ccc1OCC(C)C.Cl";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"13.28";"0.26";"1.59";"9.62";"0";"CHEMBL1022751";"Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155060";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307512";"";"";""
"CHEMBL232159";"";"None";"491.61";"1";"5.33";"2d";"CCOc1ccc(Cc2nnc(CN(c3ccccc3CC)S(=O)(=O)c3ccc(C)cc3)o2)cc1";"Ki";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL391270";"";"None";"519.41";"2";"5.83";"6c";"COc1ccc(Nc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(C)cc3)o2)cc1";"IC50";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"14.25";"0.30";"1.57";"7.59";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL232926";"";"None";"536.87";"2";"6.63";"4i";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccc(Cl)cc3Cl)o2)c2cccc(Cl)c2C)cc1";"IC50";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"13.41";"0.29";"0.57";"9.44";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL400025";"";"None";"485.97";"1";"5.47";"4e";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3cccc(F)c3)o2)c2cccc(Cl)c2C)cc1";"IC50";"'='";"316.23";"nM";"6.50";"";"";"UO_0000065";"13.38";"0.27";"1.03";"8.52";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL400025";"";"None";"485.97";"1";"5.47";"4e";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3cccc(F)c3)o2)c2cccc(Cl)c2C)cc1";"Ki";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL233975";"";"None";"414.90";"1";"5.96";"10b";"Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc2nn[nH]c2c1";"IC50";"'='";"25.12";"nM";"7.60";"";"";"UO_0000065";"18.32";"0.35";"1.64";"13.64";"0";"CHEMBL897085";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148842";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL393187";"";"None";"452.96";"1";"5.33";"7g";"Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"17.00";"0.34";"2.37";"10.36";"0";"CHEMBL897085";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148842";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL395523";"";"None";"469.43";"1";"6.89";"1c";"Cc1ccc(-c2cc(C(F)(F)F)ccc2OCc2ccccc2)n1-c1cc(C(=O)O)ccc1F";"IC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"17.47";"0.33";"1.31";"15.93";"0";"CHEMBL890027";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL232926";"";"None";"536.87";"2";"6.63";"4i";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccc(Cl)cc3Cl)o2)c2cccc(Cl)c2C)cc1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL234600";"";"None";"453.56";"0";"4.50";"1d";"CCc1ccccc1N(CC(=O)OCc1ccc(OC)cc1)S(=O)(=O)c1ccc(C)cc1";"IC50";"'='";"63.0";"nM";"7.20";"";"";"UO_0000065";"15.88";"0.31";"2.70";"9.88";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL232924";"";"None";"502.42";"2";"5.98";"4g";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3cccc(Cl)c3)o2)c2cccc(Cl)c2C)cc1";"IC50";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"13.53";"0.28";"0.82";"8.91";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL232158";"";"None";"477.59";"0";"4.94";"2c";"CCc1ccccc1N(Cc1nnc(Cc2ccc(OC)cc2)o1)S(=O)(=O)c1ccc(C)cc1";"IC50";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"14.45";"0.28";"1.96";"8.07";"0";"CHEMBL896726";"Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL233808";"";"None";"485.97";"1";"5.47";"4d";"Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccccc3F)o2)c2cccc(Cl)c2C)cc1";"Ki";"'='";"630.96";"nM";"6.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896727";"Antagonist activity at human recombinant EP1 receptor expressed in CHO cells assessed as inhibition of PGE2-induced calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL395542";"";"None";"468.32";"1";"6.36";"34";"O=C(O)c1ccnc(C2=C(c3cc(Br)ccc3OCc3ccc(F)cc3)CCC2)c1";"IC50";"'='";"3.162";"nM";"8.50";"";"";"UO_0000065";"18.15";"0.39";"2.14";"14.31";"0";"CHEMBL889917";"Inhibition of human EP1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146277";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL234290";"";"None";"439.43";"1";"6.47";"33";"O=C(O)c1cc(C2=C(c3cc(C(F)(F)F)ccc3OCc3ccccc3)CCC2)ccn1";"IC50";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"16.84";"0.32";"0.93";"12.45";"0";"CHEMBL889917";"Inhibition of human EP1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146277";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL234710";"";"None";"484.52";"1";"5.74";"28";"CS(=O)(=O)c1ccc(OCc2ccc(F)cc2F)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1";"IC50";"'='";"15.85";"nM";"7.80";"";"";"UO_0000065";"16.10";"0.31";"2.06";"9.67";"0";"CHEMBL889917";"Inhibition of human EP1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146277";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL362851";"";"None";"421.90";"1";"6.41";"4";"O=C(O)c1cccc(-c2sccc2-c2cc(Cl)ccc2OCc2ccccc2)n1";"Ki";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"15.53";"0.31";"0.14";"11.03";"0";"CHEMBL840047";"Binding affinity against Prostaglandin E receptor in presence of 2% human serum albumin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144328";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL185346";"";"None";"491.92";"1";"6.41";"7";"OC(O)(c1cncc(-c2sccc2-c2cc(Cl)ccc2OCc2ccccc2)c1)C(F)(F)F";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"16.87";"0.34";"1.89";"13.26";"0";"CHEMBL840047";"Binding affinity against Prostaglandin E receptor in presence of 2% human serum albumin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144328";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
